name,street_address,city,state,postal_code,latitude,longitude,phone,website,rating_value,review_count,services,google_place_id,description,source_url,canonical_url
Bijou Body Spa,1935 W 95th St,Chicago,Illinois,60643,41.7208607,-87.6710771,(708) 515-3223,https://www.bijoubodyspa.com/,4.9,33,"Infrared Sauna, Lymphatic Drainage, Massage, Traditional Sauna",ChIJAQDAYz8vDogRnMjoUaUWsu4,"Traditional Sauna available in Chicago, Illinois. Private Session available.",https://plungesaunafinder.com/illinois/chicago/bijou-body-spa,https://plungesaunafinder.com/illinois/chicago/bijou-body-spa
Biolife Organic Spa,2753 N Ashland Ave,Chicago,Illinois,60614,41.9321141,-87.6680904,(773) 697-7703,http://www.biolifeorganicspa.com/,4.8,116,"Infrared Sauna, Massage",ChIJl4PkYPfSD4gR72ZIjqSfjiA,"Massage available in Chicago, Illinois. Day Pass available.",https://plungesaunafinder.com/illinois/chicago/biolife-organic-spa,https://plungesaunafinder.com/illinois/chicago/biolife-organic-spa
CHICAGO BATH HOUSE,1914 W Division St,Chicago,Illinois,60622,41.9034057,-87.6755122,(773) 227-2284,https://www.bathhousechicago.com/index.html,4.4,959,"Infrared Sauna, Massage, Traditional Sauna",ChIJu1U9qsnSD4gRu1jZ4n1kTNY,"Traditional Sauna available in Chicago, Illinois. Day Pass available.",https://plungesaunafinder.com/illinois/chicago/chicago-bath-house,https://plungesaunafinder.com/illinois/chicago/chicago-bath-house
Heavenly Hands Day Spa,205 S Castle Rock Ln,Mustang,Oklahoma,73064,35.3903015,-97.7152695,(405) 376-3100,https://www.heavenlyhandsspa.com/,4.9,166,"Infrared Sauna, Massage",ChIJR4DV_OsLsocRKAMcrePHW08,"Infrared Sauna available in Mustang, Oklahoma. Day Pass available.",https://plungesaunafinder.com/oklahoma/mustang/heavenly-hands-day-spa,https://plungesaunafinder.com/oklahoma/mustang/heavenly-hands-day-spa
Chicago Wellness Club,1513 N Wells St Floor 2,Chicago,Illinois,60610,41.9096624,-87.6343307,,https://www.chicagowellnessclub.com/,4.7,54,"Float, Infrared Sauna, Cryotherapy",ChIJq6q6sEbTD4gRaeBV2mRBSvk,"Float available in Chicago, Illinois. Membership available.",https://plungesaunafinder.com/illinois/chicago/chicago-wellness-club,https://plungesaunafinder.com/illinois/chicago/chicago-wellness-club
Chicago CryoSpa,2640 N Lincoln Ave,Chicago,Illinois,60614,41.9298157,-87.6552106,(312) 802-3172,https://www.chicagocryospa.com/,4.9,85,"Infrared Sauna, Red Light Therapy, Massage, Lymphatic Drainage",ChIJg8Is0APTD4gRxb5sAXrjZsE,"Infrared Sauna available in Chicago, Illinois. Private Session available.",https://plungesaunafinder.com/illinois/chicago/chicago-cryospa,https://plungesaunafinder.com/illinois/chicago/chicago-cryospa
Chicago Internal Cleansing,1 E Erie St Suite 510,Chicago,Illinois,60611,41.8938555,-87.6277912,(312) 445-9569,http://www.chicagointernalcleansing.com/,4.6,21,"Infrared Sauna, Traditional Sauna",ChIJcfS8Qa8sDogReS9mI74YXWQ,"Traditional Sauna available in Chicago, Illinois. Private Session available.",https://plungesaunafinder.com/illinois/chicago/chicago-internal-cleansing,https://plungesaunafinder.com/illinois/chicago/chicago-internal-cleansing
Fit Spa,9327 N Pennsylvania Ave,Oklahoma City,Oklahoma,73120,35.5652787,-97.5512342,(405) 286-1259,http://fitspaokc.com/,4.8,45,"Infrared Sauna, Massage, Red Light Therapy",ChIJdx4FUi8asocRDpDOMLRp8Hs,"Infrared Sauna available in Oklahoma City, Oklahoma. Private Session available.",https://plungesaunafinder.com/oklahoma/oklahoma-city/fit-spa,https://plungesaunafinder.com/oklahoma/oklahoma-city/fit-spa
Contrast Hot + Cold,738 N Milwaukee Ave,Chicago,Illinois,60642,41.895066,-87.6537099,(872) 314-1239,https://www.contrasthotcold.com/,5,78,"Cold Plunge, Infrared Sauna, Traditional Sauna",ChIJH1gAq9UtDogRwL6HpXIAdr0,"Traditional Sauna available in Chicago, Illinois. Day Pass available.",https://plungesaunafinder.com/illinois/chicago/contrast-hot-cold,https://plungesaunafinder.com/illinois/chicago/contrast-hot-cold
CYL Infrared Studio OKC,7518 N May Ave Suite C,Oklahoma City,Oklahoma,73116,35.546947,-97.56519,(405) 849-4026,https://www.cylinfraredstudio.com/,5,43,"Infrared Sauna, Lymphatic Drainage",ChIJRan6z64bsocRWAye7oo5J5Q,"Infrared Sauna available in Oklahoma City, Oklahoma. Membership available.",https://plungesaunafinder.com/oklahoma/oklahoma-city/cyl-infrared-studio-okc,https://plungesaunafinder.com/oklahoma/oklahoma-city/cyl-infrared-studio-okc
"HOTWORX - Norman, OK - University Town Center",2216 24th Ave NW,Norman,Oklahoma,73069,35.2459241,-97.4813704,(405) 310-2262,https://www.hotworx.net/studio/norman-universitytowncenter/,4.3,2551,Infrared Sauna,ChIJLfOFjHdpsocRNWtRdW0GTcA,"Infrared Sauna available in Norman, Oklahoma. Membership available.",https://plungesaunafinder.com/oklahoma/norman/hotworx-norman-ok-university-town-center,https://plungesaunafinder.com/oklahoma/norman/hotworx-norman-ok-university-town-center
"Chuan Spa at The Langham, Chicago",330 N Wabash Ave,Chicago,Illinois,60611,41.888284,-87.6274377,(312) 923-7650,https://www.langhamhotels.com/en/the-langham/chicago/wellness/chuan-spa/?utm_campaign=tlchi&utm_medium=organic+&utm_source=yext&utm_content=na&utm_id=google_chuanspa_ads_profile_en_20220628&y_source=1_MTIwMTkxMjMtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.3,115,"Hot Tub, Infrared Sauna, Massage, PEMF Therapy, Steam Room, Traditional Sauna",ChIJa8l-R64sDogRh2hoYLkljv8,"Traditional Sauna available in Chicago, Illinois. Day Pass available.",https://plungesaunafinder.com/illinois/chicago/chuan-spa-at-the-langham-chicago,https://plungesaunafinder.com/illinois/chicago/chuan-spa-at-the-langham-chicago
Copper Wellness,1654 W North Ave,Chicago,Illinois,60622,41.9107288,-87.6699465,(872) 267-1717,https://copper-wellness.com/?utm_source=google&utm_medium=GBP,4.9,88,Infrared Sauna,ChIJ3essA7ItDogRsV1u4lq6Arc,"Infrared Sauna available in Chicago, Illinois. Private Session available.",https://plungesaunafinder.com/illinois/chicago/copper-wellness,https://plungesaunafinder.com/illinois/chicago/copper-wellness
Emerald Ivory Wellness Spa,3259 N Ashland Ave,Chicago,Illinois,60657,41.9413179,-87.6684313,(312) 940-9955,https://emeraldivorywellness.zoca.com/?utm_source=googlemaps&utm_medium=googlemaps&utm_campaign=googlemaps,5,29,Infrared Sauna,ChIJY6jOLjDTD4gRqafcuYCEFOs,"Infrared Sauna available in Chicago, Illinois. Day Pass available.",https://plungesaunafinder.com/illinois/chicago/emerald-ivory-wellness-spa,https://plungesaunafinder.com/illinois/chicago/emerald-ivory-wellness-spa
Glo Tanning,2412 N 14th St,Ponca City,Oklahoma,74604,36.7332718,-97.0677852,(580) 337-0202,https://www.glotanning.com/location/ponca-city/,4.5,77,"Infrared Sauna, Red Light Therapy, Traditional Sauna",ChIJ1wXVlNr1sIcR2IutbQxjlQQ,"Traditional Sauna available in Ponca City, Oklahoma. Day Pass available.",https://plungesaunafinder.com/oklahoma/ponca-city/glo-tanning-2412,https://plungesaunafinder.com/oklahoma/ponca-city/glo-tanning-2412
Eastend,1132 W Fulton Market,Chicago,Illinois,60607,41.8868309,-87.6559494,(312) 754-0324,https://www.practiceeastend.com/,5,185,"Cold Plunge, Infrared Sauna",ChIJXWH5aUktDogRA-3UMVgaQmw,"Cold Plunge available in Chicago, Illinois. Day Pass available.",https://plungesaunafinder.com/illinois/chicago/eastend,https://plungesaunafinder.com/illinois/chicago/eastend
"HOTWORX-Chicago, IL - Mt Greenwood",3235 W 111th St,Chicago,Illinois,60655,41.6914068,-87.7022662,(773) 514-4233,http://www.hotworx.net/studio/chicago-mt-greenwood,5,8,Infrared Sauna,ChIJZQ3I9Wo7DogRTGY69D7o-vw,"Infrared Sauna available in Chicago, Illinois. Membership available.",https://plungesaunafinder.com/illinois/chicago/hotworx-chicago-il-mt-greenwood,https://plungesaunafinder.com/illinois/chicago/hotworx-chicago-il-mt-greenwood
Glo Tanning,514 W 6th Ave,Stillwater,Oklahoma,74074,36.1160314,-97.0646357,(405) 708-6320,https://www.glotanning.com/location/stillwater/,4.2,117,"Infrared Sauna, Red Light Therapy, Traditional Sauna",ChIJmTzHlUYKsYcRr28vLRZmEg8,"Traditional Sauna available in Stillwater, Oklahoma. Day Pass available.",https://plungesaunafinder.com/oklahoma/stillwater/glo-tanning-514,https://plungesaunafinder.com/oklahoma/stillwater/glo-tanning-514
Freeze & Float Spa,371 W Ontario St,Chicago,Illinois,60654,41.8928519,-87.6384142,(312) 809-7008,http://freezefloatspa.com/,4.9,346,"Infrared Sauna, Cold Plunge, Float, Lymphatic Drainage, Massage, Red Light Therapy, Cryotherapy",ChIJ0V7HI4UtDogRPo8rs1OSYJI,"Infrared Sauna available in Chicago, Illinois. Membership available.",https://plungesaunafinder.com/illinois/chicago/freeze-float-spa,https://plungesaunafinder.com/illinois/chicago/freeze-float-spa
Restore Hyper Wellness,5840 N Classen Blvd,Oklahoma City,Oklahoma,73116,35.5328149,-97.5333671,(405) 849-6651,https://www.restore.com/locations/ok-oklahoma-city-classen-curve-ok001?utm_source=gmb&utm_medium=Yext&y_source=1_MzE2Mjk5MDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.9,609,"Cryotherapy, Infrared Sauna, Red Light Therapy",ChIJVc_RDywbsocR_7GQ0ZHMiC4,"Cryotherapy available in Oklahoma City, Oklahoma. Membership available.",https://plungesaunafinder.com/oklahoma/oklahoma-city/restore-hyper-wellness-meadowbrook-acres,https://plungesaunafinder.com/oklahoma/oklahoma-city/restore-hyper-wellness-meadowbrook-acres
GOAT Wellness,407 W Chicago Ave,Chicago,Illinois,60654,41.8962107,-87.6390288,(312) 568-6821,http://www.goatchicago.com/,4.7,49,"Cryotherapy, Infrared Sauna, Lymphatic Drainage, Massage",ChIJkYi4ds4tDogRt5WsfYFyOWQ,"Cryotherapy available in Chicago, Illinois. Private Session available.",https://plungesaunafinder.com/illinois/chicago/goat-wellness,https://plungesaunafinder.com/illinois/chicago/goat-wellness
"HOTWORX - Shawnee, OK",4795 N Harrison St,Shawnee,Oklahoma,74804,35.3809947,-96.9113584,(405) 695-8708,https://www.hotworx.net/studio/shawnee-ok,5,5,Infrared Sauna,ChIJ1w-6gYrHs4cR4H_mcLTjGHw,"Infrared Sauna available in Shawnee, Oklahoma. Membership available.",https://plungesaunafinder.com/oklahoma/shawnee/hotworx-shawnee-ok,https://plungesaunafinder.com/oklahoma/shawnee/hotworx-shawnee-ok
House of Payne Gym,1225 N Perkins Rd Suite G,Stillwater,Oklahoma,74075,36.1348756,-97.0507438,(405) 894-4228,http://www.houseofpaynegym.com/,4.8,61,"Infrared Sauna, Traditional Sauna",ChIJM2C77ioKsYcRzl_vJ4KOxvY,"Traditional Sauna available in Stillwater, Oklahoma. Day Pass available.",https://plungesaunafinder.com/oklahoma/stillwater/house-of-payne-gym,https://plungesaunafinder.com/oklahoma/stillwater/house-of-payne-gym
"HOTWORX - Stillwater, OK",1950 N Perkins Rd,Stillwater,Oklahoma,74075,36.141754,-97.0538144,(405) 743-4405,https://www.hotworx.net/studio/stillwater/,4.3,42,Infrared Sauna,ChIJn8NU7XkLsYcRdfjDcHocjLg,"Infrared Sauna available in Stillwater, Oklahoma. Membership available.",https://plungesaunafinder.com/oklahoma/stillwater/hotworx-stillwater-ok,https://plungesaunafinder.com/oklahoma/stillwater/hotworx-stillwater-ok
"HOTWORX - Chicago, IL - River North",676 N La Salle Dr Suite 2,Chicago,Illinois,60654,41.8945286,-87.6334052,(872) 266-0080,https://www.hotworx.net/studio/chicago-rivernorth,4.8,49,Infrared Sauna,ChIJ0W-oCaAtDogRJqM6GOXfBRU,"Infrared Sauna available in Chicago, Illinois. Membership available.",https://plungesaunafinder.com/illinois/chicago/hotworx-chicago-il-river-north,https://plungesaunafinder.com/illinois/chicago/hotworx-chicago-il-river-north
Kingston Reflexology,4034 N Milwaukee Ave,Chicago,Illinois,60641,41.9540831,-87.748656,(773) 736-0000,https://kingstonreflexology.wixsite.com/kingston-reflexology,4.3,187,"Infrared Sauna, Massage",ChIJtXzBWkbMD4gRB_C11Ab2Lig,"Infrared Sauna available in Chicago, Illinois. Private Session available.",https://plungesaunafinder.com/illinois/chicago/kingston-reflexology,https://plungesaunafinder.com/illinois/chicago/kingston-reflexology
Sole'renity Spa at The Artesian,1001 W 1st St,Sulphur,Oklahoma,73086,34.5073522,-96.968313,(580) 622-8128,https://www.solerenityspa.com/,4.7,383,"Hot Tub, Infrared Sauna, Massage, Steam Room, Traditional Sauna",ChIJ-5q9O58ls4cRT1r9F0In298,"Traditional Sauna available in Sulphur, Oklahoma. Day Pass available.",https://plungesaunafinder.com/oklahoma/sulphur/sole-renity-spa-at-the-artesian,https://plungesaunafinder.com/oklahoma/sulphur/sole-renity-spa-at-the-artesian
"Hotworx - Tahlequah, OK",403 Daisy Dr Suite B,Tahlequah,Oklahoma,74464,35.8899125,-94.9829477,(918) 871-9222,https://hotworx.net/studio/tahlequah,4,4,Infrared Sauna,ChIJGz6nBfP_yYcRnVqVii1BZgw,"Infrared Sauna available in Tahlequah, Oklahoma. Membership available.",https://plungesaunafinder.com/oklahoma/tahlequah/hotworx-tahlequah-ok,https://plungesaunafinder.com/oklahoma/tahlequah/hotworx-tahlequah-ok
Lian56,450 W 23rd Pl,Chicago,Illinois,60616,41.850083,-87.6388786,(773) 640-0387,https://www.lian56.com/,5,2,"Infrared Sauna, Jacuzzi, Massage, Steam Room, Traditional Sauna",ChIJbZNvKqctDogRr867vyfKn9A,"Traditional Sauna available in Chicago, Illinois. Private Session available.",https://plungesaunafinder.com/illinois/chicago/lian56,https://plungesaunafinder.com/illinois/chicago/lian56
10GYM,4818 E 80th St Ste A,Tulsa,Oklahoma,74136,36.047648,-95.9239656,(918) 494-3644,https://10gym.com/south-tulsa-ok/,4.7,1337,"Infrared Sauna, Traditional Sauna",ChIJ6-ITWKKTtocRjAdtGP9OZSE,"Traditional Sauna available in Tulsa, Oklahoma. Membership available.",https://plungesaunafinder.com/oklahoma/tulsa/10gym-4818,https://plungesaunafinder.com/oklahoma/tulsa/10gym-4818
Raw Beauty Skin + Wellness Spa,505 S Main St,Stillwater,Oklahoma,74074,36.1165102,-97.0583132,(405) 533-3130,http://www.rawbeautystillwater.com/,5,66,"Infrared Sauna, Massage",ChIJJ0Vf_p0LsYcRZshgbjz-29A,"Infrared Sauna available in Stillwater, Oklahoma. Membership available.",https://plungesaunafinder.com/oklahoma/stillwater/raw-beauty-skin-wellness-spa,https://plungesaunafinder.com/oklahoma/stillwater/raw-beauty-skin-wellness-spa
Galaxy Home Recreation Warehouse & Distribution Center,7498 E 46th Pl,Tulsa,Oklahoma,74145,36.0959944,-95.8909605,(918) 835-1176,http://galaxyhomerecreation.com/,4.4,97,"Cold Plunge, Hot Tub, Infrared Sauna, Massage, Traditional Sauna",ChIJQ2wmenCNtocRQU-l3C7kmls,"Traditional Sauna available in Tulsa, Oklahoma. Day Pass available.",https://plungesaunafinder.com/oklahoma/tulsa/galaxy-home-recreation-warehouse-distribution-center,https://plungesaunafinder.com/oklahoma/tulsa/galaxy-home-recreation-warehouse-distribution-center
1820 Spa,1820 S Boulder Ave Suite 100,Tulsa,Oklahoma,74119,36.1353198,-95.9893286,(918) 584-8952,http://www.1820spa.com/,5,14,Infrared Sauna,ChIJXwXbA7zrtocR0sC-6KFMeGc,"Traditional Sauna available in Tulsa, Oklahoma. Day Pass available.",https://plungesaunafinder.com/oklahoma/tulsa/1820-spa,https://plungesaunafinder.com/oklahoma/tulsa/1820-spa
Lume,351 W Hubbard St,Chicago,Illinois,60654,41.8896689,-87.6374896,(312) 285-2004,https://lume-wellness.com/,5,323,"Cryotherapy, Infrared Sauna, Massage, Red Light Therapy",ChIJ61hheAYtDogRbJb1X7bne8g,"Cryotherapy available in Chicago, Illinois. Day Pass available.",https://plungesaunafinder.com/illinois/chicago/lume,https://plungesaunafinder.com/illinois/chicago/lume
Luminere Esthetics and Wellness,3248 N Sheffield Ave,Chicago,Illinois,60657,41.9413283,-87.6544736,(224) 420-2784,https://www.luminerespa.com/,4.7,126,"Infrared Sauna, Massage, Red Light Therapy",ChIJ54OESP7SD4gRu9n8zd2Ky5U,"Infrared Sauna available in Chicago, Illinois. Private Session available.",https://plungesaunafinder.com/illinois/chicago/luminere-esthetics-and-wellness,
10GYM,9142 E 31st St,Tulsa,Oklahoma,74145,36.1175059,-95.8708861,(918) 438-0193,https://10gym.com/east-tulsa-ok/,4.7,1141,"Infrared Sauna, Traditional Sauna",ChIJh4own9SMtocRXS1WmAY2FOM,"Traditional Sauna available in Tulsa, Oklahoma. Membership available.",https://plungesaunafinder.com/oklahoma/tulsa/10gym,
Life Time,"15 W Chicago Ave, Chicago, IL 60654",Chicago,Illinois,60654,41.8962256,-87.6287417,,https://www.lifetime.life/locations/il/river-north-one-chicago?utm_source=google&utm_medium=local&utm_campaign=google-local-club,,,"Traditional Sauna, Cold Plunge",,,https://plungesaunafinder.com/illinois/chicago/life-time-15,https://plungesaunafinder.com/illinois/chicago/life-time-15
Genesis Health Clubs - Midtown Tulsa,4103 S Yale Ave,Tulsa,Oklahoma,74135,36.1023537,-95.9210055,(918) 641-5501,https://www.genesishealthclubs.com/locations/midtown-tulsa.html?utm_campaign=search&utm_medium=organic&utm_source=gbp,4.8,1265,Infrared Sauna,ChIJRwPcrceStocRf2UZORq-4oY,"Traditional Sauna available in Tulsa, Oklahoma. Day Pass available.",https://plungesaunafinder.com/oklahoma/tulsa/genesis-health-clubs-midtown-tulsa,https://plungesaunafinder.com/oklahoma/tulsa/genesis-health-clubs-midtown-tulsa
"HOTWORX - Tulsa, OK - 101 & S Mingo",9999 S Mingo Rd suite h,Tulsa,Oklahoma,74133,36.018862,-95.8674184,(918) 500-0998,https://www.hotworx.net/studio/tulsa-101smingo/,4.9,58,"Infrared Sauna, Massage",ChIJOVQSWOqPtocRIdFZ7XaQHNk,"Infrared Sauna available in Tulsa, Oklahoma. Day Pass available.",https://plungesaunafinder.com/oklahoma/tulsa/hotworx-tulsa-ok-101-s-mingo,https://plungesaunafinder.com/oklahoma/tulsa/hotworx-tulsa-ok-101-s-mingo
Next Health Lincoln Park - Chicago,2313 N Lincoln Ave,Chicago,Illinois,60614,41.9241218,-87.6467019,(312) 624-7513,https://www.next-health.com/location/chicago-lincoln-park,4.9,107,"Cryotherapy, Infrared Sauna, Red Light Therapy, Massage, Lymphatic Drainage",ChIJj-s0BADTD4gRtCxYTc1El-M,"Cryotherapy available in Chicago, Illinois. Membership available.",https://plungesaunafinder.com/illinois/chicago/next-health-lincoln-park-chicago,https://plungesaunafinder.com/illinois/chicago/next-health-lincoln-park-chicago
Perspire Sauna Studio,3320 N Broadway,Chicago,Illinois,60657,41.9423915,-87.6446819,(872) 804-3412,https://www.perspiresaunastudio.com/il/lakeview/,4.9,51,"Cold Plunge, Halotherapy, Infrared Sauna, Red Light Therapy",ChIJO4kJtZLTD4gRNox9mayJMFU,"Red Light Therapy available in Chicago, Illinois. Day Pass available.",https://plungesaunafinder.com/illinois/chicago/perspire-sauna-studio-northalsted,https://plungesaunafinder.com/illinois/chicago/perspire-sauna-studio-northalsted
Perspire Sauna Studio,1208 W Madison St,Chicago,Illinois,60607,41.8817255,-87.6575972,(312) 521-0909,https://www.perspiresaunastudio.com/il/west-loop/,4.7,55,"Cold Plunge, Halotherapy, Infrared Sauna, Red Light Therapy",ChIJF2JosKktDogR_fbbuawbwdw,"Red Light Therapy available in Chicago, Illinois. Day Pass available.",https://plungesaunafinder.com/illinois/chicago/perspire-sauna-studio-west-loop,https://plungesaunafinder.com/illinois/chicago/perspire-sauna-studio-west-loop
"HOTWORX - Tulsa, OK - Frankfort and 3rd",302 S Frankfort Ave,Tulsa,Oklahoma,74120,36.1550385,-95.9855106,(918) 550-5549,https://www.hotworx.net/studio/tulsa-frankfortand3rd,5,351,Infrared Sauna,ChIJqzyWW2nrtocRgjMbOMPJtYo,"Infrared Sauna available in Tulsa, Oklahoma. Membership available.",https://plungesaunafinder.com/oklahoma/tulsa/hotworx-tulsa-ok-frankfort-and-3rd,https://plungesaunafinder.com/oklahoma/tulsa/hotworx-tulsa-ok-frankfort-and-3rd
"HOTWORX - Tulsa, OK (41st & Harvard)",4117 S Harvard Ave # 300,Tulsa,Oklahoma,74135,36.1032284,-95.9387511,(918) 932-8819,https://www.hotworx.net/studio/tulsa-41stharvard,4.9,66,Infrared Sauna,ChIJe5eUO1mTtocRn3OxK1_gfgg,"Infrared Sauna available in Tulsa, Oklahoma. Membership available.",https://plungesaunafinder.com/oklahoma/tulsa/hotworx-tulsa-ok-41st-harvard,https://plungesaunafinder.com/oklahoma/tulsa/hotworx-tulsa-ok-41st-harvard
Reiki Klubhouse Holistic Healing Sanctuary & Spa,2150 W 95th St,Chicago,Illinois,60643,41.7211749,-87.6768043,(773) 627-9535,https://thereikiklubhouse.com/,5,29,"Hot Tub, Infrared Sauna, Massage, Red Light Therapy, Steam Room, Traditional Sauna",ChIJz9WYE4YlDogRx5vM2ic5HD0,"Traditional Sauna available in Chicago, Illinois. Membership available.",https://plungesaunafinder.com/illinois/chicago/reiki-klubhouse-holistic-healing-sanctuary-spa,https://plungesaunafinder.com/illinois/chicago/reiki-klubhouse-holistic-healing-sanctuary-spa
Iso Club,3734 S Peoria Ave,Tulsa,Oklahoma,74105,36.1085084,-95.9763385,(918) 578-9077,http://www.theiso.club/,5,15,"Infrared Sauna, Ice Bath, Cold Plunge",ChIJXUsEsrKTtocRa-L3BbqwsLY,"Infrared Sauna available in Tulsa, Oklahoma. Membership available.",https://plungesaunafinder.com/oklahoma/tulsa/iso-club,https://plungesaunafinder.com/oklahoma/tulsa/iso-club
Restore Hyper Wellness,24 S Halsted St,Chicago,Illinois,60661,41.8809484,-87.6478579,(312) 526-3842,https://www.restore.com/locations/il-chicago-west-loop-il011?utm_source=gmb&utm_medium=Yext&y_source=1_NDEzNjc0ODAtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,4.8,48,"Cryotherapy, Infrared Sauna, Red Light Therapy",ChIJfWWXdPQtDogR-6Zeu_y5Wes,"Cryotherapy available in Chicago, Illinois. Membership available.",https://plungesaunafinder.com/illinois/chicago/restore-hyper-wellness-greektown,https://plungesaunafinder.com/illinois/chicago/restore-hyper-wellness-greektown
Restore Hyper Wellness,2473 N Clark St,Chicago,Illinois,60614,41.9275515,-87.6414242,(312) 779-6714,http://www.restore.com/locations/il-chicago-lincoln-park-il017?utm_source=gmb&utm_medium=Yext&y_source=1_MTAwNDEwODMzNi03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,4.8,51,"Cryotherapy, Red Light Therapy, Infrared Sauna",ChIJg_ETZpfTD4gRHZCiIARq1UY,"Cryotherapy available in Chicago, Illinois. Day Pass available.",https://plungesaunafinder.com/illinois/chicago/restore-hyper-wellness-park-west,https://plungesaunafinder.com/illinois/chicago/restore-hyper-wellness-park-west
Genesis Health Clubs - Woodland Hills,6612 S Memorial Dr,Tulsa,Oklahoma,74133,36.0668573,-95.88771,(918) 459-2626,https://www.genesishealthclubs.com/locations/woodlandhills.html?utm_campaign=search&utm_medium=organic&utm_source=gbp,4.6,1067,"Hot Tub, Infrared Sauna, Massage, Traditional Sauna",ChIJY6ou25qNtocRAI2sG2hOrF8,"Traditional Sauna available in Tulsa, Oklahoma. Day Pass available.",https://plungesaunafinder.com/oklahoma/tulsa/genesis-health-clubs-woodland-hills,https://plungesaunafinder.com/oklahoma/tulsa/genesis-health-clubs-woodland-hills
Palm Beach Tan,4783 E 91st St Suite D,Tulsa,Oklahoma,74137,36.0323522,-95.9236054,(918) 856-6587,https://palmbeachtan.com/locations/OK/91st-Yale/?utm_source=google_my_business&utm_medium=organic&utm_campaign=seo&utm_content=OKC103,4.3,167,"Infrared Sauna, Red Light Therapy",ChIJ_____4-RtocR4WdOA05FaVg,Infrared Sauna and Red Light Therapy in Tulsa. Day Pass available. Day passes from $35.,https://plungesaunafinder.com/oklahoma/tulsa/palm-beach-tan-4783,https://plungesaunafinder.com/oklahoma/tulsa/palm-beach-tan-4783
Spa InterContinental Chicago,505 Michigan Ave,Chicago,Illinois,60611,41.89136,-87.623863,(312) 321-8700,https://www.ihg.com/intercontinental/hotels/us/en/chicago/ordha/hoteldetail/amenities,2.8,14,"Infrared Sauna, Massage, Traditional Sauna",ChIJbSHbm4AtDogRBuNmbfRMj7E,"Traditional Sauna available in Chicago, Illinois. Hotel Guests available.",https://plungesaunafinder.com/illinois/chicago/spa-intercontinental-chicago,https://plungesaunafinder.com/illinois/chicago/spa-intercontinental-chicago
Peak Saunas,73 W Monroe St,Chicago,Illinois,60603,41.8800056,-87.6299922,(470) 665-3747,https://www.peaksaunas.com/,3.7,3,"Infrared Sauna, Traditional Sauna, Red Light Therapy",ChIJUQ2AxY77NVMR9cuTWuAvsw0,"Infrared Sauna available in Chicago, Illinois. Private Session available.",https://plungesaunafinder.com/illinois/chicago/peak-saunas,https://plungesaunafinder.com/illinois/chicago/peak-saunas
Longevity Effect,4415 S Harvard Ave Ste 104,Tulsa,Oklahoma,74135,36.1009289,-95.9397069,(918) 895-7850,https://longevityeffect.com/,4.9,292,"Cold Plunge, Infrared Sauna, Red Light Therapy",ChIJhwEnwdiStocRBM_nNHF_ak8,"Cold Plunge available in Tulsa, Oklahoma. Private Session available.",https://plungesaunafinder.com/oklahoma/tulsa/longevity-effect,
SpaSpace Chicago,161 N Canal St,Chicago,Illinois,60606,41.8848667,-87.6396579,(312) 466-9585,https://spaspacechicago.com/,4.6,400,"Infrared Sauna, Red Light Therapy, Massage, PEMF Therapy, Lymphatic Drainage",ChIJSSsQw8csDogRG1qe00nL_bE,"Infrared Sauna available in Chicago, Illinois. Day Pass available.",https://plungesaunafinder.com/illinois/chicago/spaspace-chicago,https://plungesaunafinder.com/illinois/chicago/spaspace-chicago
The Earth | Reflexology • Spa,2352 S Canal St,Chicago,Illinois,60616,41.849339,-87.6386793,(312) 532-8858,http://www.theearthchi.com/,3.2,19,"Infrared Sauna, Massage, Traditional Sauna",ChIJM8GmhTUtDogRUlzZaLVrNkA,"Traditional Sauna available in Chicago, Illinois. Membership available.",https://plungesaunafinder.com/illinois/chicago/the-earth-reflexology-spa,https://plungesaunafinder.com/illinois/chicago/the-earth-reflexology-spa
Thunder Domes - Custom Sauna Builders,2021 W Fulton St,Chicago,Illinois,60612,41.8864901,-87.6783,,https://thunder-domes.com/,3.5,4,"Infrared Sauna, Traditional Sauna",ChIJwUh1HZItDogRrpqH5g6MgjI,"Traditional Sauna available in Chicago, Illinois. Private Session available.",https://plungesaunafinder.com/illinois/chicago/thunder-domes-custom-sauna-builders,https://plungesaunafinder.com/illinois/chicago/thunder-domes-custom-sauna-builders
Palm Beach Tan,8228 E 61st St # 111,Tulsa,Oklahoma,74133,36.0738696,-95.8858378,(918) 280-9884,https://palmbeachtan.com/locations/OK/61st-Memorial/?utm_source=google_my_business&utm_medium=organic&utm_campaign=seo&utm_content=OKC102,4.5,269,"Infrared Sauna, Red Light Therapy",ChIJK3a1lZ2NtocRvqA9ehjcd4c,"Infrared Sauna available in Tulsa, Oklahoma. Day Pass available.",https://plungesaunafinder.com/oklahoma/tulsa/palm-beach-tan-8228,https://plungesaunafinder.com/oklahoma/tulsa/palm-beach-tan-8228
